,index,Text,Label,Question,RepQuestion,TextAll
224,774,"Eh, sempre nello stesso modo, comunicando, parlandone apertamente, e soprattutto aiutandole queste persone, perché alla fine intanto sono persone come tante altre, però anche nelle scuole non c’è supporto da questo punto di vista, cioè è tutto lasciato al buon senso delle persone; se tu pensi, non c’è l’obbligo del defibrillatore nelle scuole, e io farò delle lotte per questo, anche nella scuola di mia figlia: l’ho mandata a scuola dov’è adesso perché c’è un defibrillatore pubblico fuori la scuola, vicino alla farmacia comunale, e questa è un’implicazione per le famiglie non da poco, perché invece che magari mandarla vicina io l’ho mandata in un altro quartiere. Quindi si, comunicazione, informazione su tutti i fronti, il defibrillatore dovrebbe esserci in tutte le scuole, non solo per i bambini o i ragazzi cardiopatici, ma soprattutto magari per chi non lo è, perché magari ha qualcosa di non rilevato e poi è un bambino che fa una corsa e si sente male. Quindi secondo me si potrebbe agire con tanta comunicazione, con tanto coinvolgimento delle famiglie, tutte le famiglie dovrebbero essere coinvolte nell’associazione, e noi genitori potremmo davvero tutti insieme fare qualcosa…la comunicazione, i social; tutti i genitori, senza aver paura di dire “ho un figlio cardiopatico”, perché per molti è così, cioè…invece non è, non c’è nessuna paura, nessuna vergogna, niente di niente, è la realtà dei fatti e possiamo solo combattere per rendere la loro vita migliore. E poi anche da un punto di vista magari di aiuto sociale, cioè questi bambini non sono trattati tutti allo stesso modo: a livello, non so, di invalidità dell’INPS in certe regioni le stesse identiche patologie sono considerate da aiuto, e in altre regioni no; cioè c’è una disparità che è imbarazzante, e su questo l’associazione “un cuore un mondo” ci ha dato una mano, ci ha messo in contatto con dei medici legali, per darci delle indicazioni; quindi l’associazione fa tanto. Sicuramente io sono, guarda, pro comunicazione, comunicazione a manetta, secondo me la comunicazione e l’essere propositivi noi genitori cambia il mondo, sono convinta di questo.",dichiarazione_intentiX8+valutazioneX35+dichiarazione_intentiX23+specificazioneX41+sancireX8+valutazioneX45+dichiarazione_intentiX45+specificazioneX32+descrizioneX82+opinioneX25,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"['Eh, sempre nello stesso modo, comunicando, parlandone apertamente,', 'e soprattutto aiutandole queste persone, perché alla fine intanto sono persone come tante altre, però anche nelle scuole non c’è supporto da questo punto di vista, cioè è tutto lasciato al buon senso delle persone;', 'se tu pensi, non c’è l’obbligo del defibrillatore nelle scuole, e io farò delle lotte per questo, anche nella scuola di mia figlia:', 'l’ho mandata a scuola dov’è adesso perché c’è un defibrillatore pubblico fuori la scuola, vicino alla farmacia comunale, e questa è un’implicazione per le famiglie non da poco, perché invece che magari mandarla vicina io l’ho mandata in un altro quartiere.', 'Quindi si, comunicazione, informazione su tutti i fronti,', 'il defibrillatore dovrebbe esserci in tutte le scuole, non solo per i bambini o i ragazzi cardiopatici, ma soprattutto magari per chi non lo è, perché magari ha qualcosa di non rilevato e poi è un bambino che fa una corsa e si sente male.', 'Quindi secondo me si potrebbe agire con tanta comunicazione, con tanto coinvolgimento delle famiglie, tutte le famiglie dovrebbero essere coinvolte nell’associazione, e noi genitori potremmo davvero tutti insieme fare qualcosa…la comunicazione, i social; tutti i genitori, senza aver paura di dire “ho un figlio cardiopatico”,', 'perché per molti è così, cioè…invece non è, non c’è nessuna paura, nessuna vergogna, niente di niente, è la realtà dei fatti e possiamo solo combattere per rendere la loro vita migliore.', 'E poi anche da un punto di vista magari di aiuto sociale, cioè questi bambini non sono trattati tutti allo stesso modo: a livello, non so, di invalidità dell’INPS in certe regioni le stesse identiche patologie sono considerate da aiuto, e in altre regioni no; cioè c’è una disparità che è imbarazzante, e su questo l’associazione “un cuore un mondo” ci ha dato una mano, ci ha messo in contatto con dei medici legali, per darci delle indicazioni; quindi l’associazione fa tanto.', 'Sicuramente io sono, guarda, pro comunicazione, comunicazione a manetta, secondo me la comunicazione e l’essere propositivi noi genitori cambia il mondo, sono convinta di questo.']"
225,2872,Supposizioni,sancireX1,Come descriverebbe le interazioni fra Università e città?,descrizione,['Supposizioni']
226,4727,Una persona che vive in una situazione di benessere personale.,sancireX10,Come descriverebbe una persona che “vive in salute”?,descrizione,['Una persona che vive in una situazione di benessere personale.']
227,4731,"Una persona che vive in salute dovrebbe dirsi in grado di saper ""rispondere"" a tutte le richieste che la vita stessa gli pone, da quelle lavorative a quelle relazionali e sociali.",possibilitaX31,Come descriverebbe una persona che “vive in salute”?,descrizione,"['Una persona che vive in salute dovrebbe dirsi in grado di saper ""rispondere"" a tutte le richieste che la vita stessa gli pone, da quelle lavorative a quelle relazionali e sociali.']"
228,4835,Chiede una consulenza per migliorare le sue condizioni di vita e le sue relazioni,riferimento_obiettivoX14,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['Chiede una consulenza per migliorare le sue condizioni di vita e le sue relazioni']
229,3866,Oggi sto abbastanza bene. Soffro del disturbo ossessivo compulsivo ma ci sto lavorando. Adesso non mi sento più sola e sto dando nuova vita alla bimba che è dentro di me. Bisognerebbe parlare di più in generale e specialmente nelle scuole. Spiegare la differenza fra amore ed abuso perché spesso il pedofilo gioca molto su questo aspetto. Io avrei voluto che qualcuno lo avesse spiegato a me. E che mi avessero creduta…>>,giudizioX13+sancireX18+generalizzazioneX41,Come descriverebbe una violenza sessuale?,descrizione,"['Oggi sto abbastanza bene. soffro del disturbo ossessivo compulsivo ma ci sto lavorando.', 'Adesso non mi sento più sola e sto dando nuova vita alla bimba che è dentro di me.', 'Bisognerebbe parlare di più in generale e specialmente nelle scuole. Spiegare la differenza fra amore ed abuso perché spesso il pedofilo gioca molto su questo aspetto. Io avrei voluto che qualcuno lo avesse spiegato a me. E che mi avessero creduta…>>']"
230,255,"La cardiopatia di mia figlia si è sviluppata in seguito alla Sindrome di Turner. Viviamo sempre con molta apprensione e cerchiamo nei medici e nella medicina delle risposte che ci aiutino a far vivere ad Anna una vita normale. Con le ultime visite abbiamo appreso che Anna può vivere una vita normale e non limitarsi nello svelgere l'attività sportiva, che per lei è di particolare importanza.",commentoX14+sancireX5+descrizioneX20+commentoX27,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['La cardiopatia di mia figlia si è sviluppata in seguito alla Sindrome di Turner.', 'Viviamo sempre con molta apprensione', 'e cerchiamo nei medici e nella medicina delle risposte che ci aiutino a far vivere ad Anna una vita normale.', ""Con le ultime visite abbiamo appreso che Anna può vivere una vita normale e non limitarsi nello svelgere l'attività sportiva, che per lei è di particolare importanza.""]"
231,3119,"Serve una implementazione dei servizi agli studenti, controllo dell'amministrazione locale, sensibilizzazione dei cittadini.",sancireX13,Come descriverebbe le interazioni fra Università e città?,descrizione,"[""Serve una implementazione dei servizi agli studenti, controllo dell'amministrazione locale, sensibilizzazione dei cittadini.""]"
232,5700,"Secondo me un laureando potrebbe non acquisire affatto competenze (se vogliamo con questo termine intendere, in modo molto ampio, un saper fare, contrapposto ad un semplice sapere nozionistico), perché i corsi di laurea in psicologia non prevedono la frequenza obbligatoria, dando per scontato che le ""competenze"" che dovrebbero formare si possano formare semplicemente con lo studio di qualche libro.",opinioneX59,Come descriverebbe il modo in cui una persona che si laurea in psicologia acquisisce competenze?,descrizione,"['Secondo me un laureando potrebbe non acquisire affatto competenze (se vogliamo con questo termine intendere, in modo molto ampio, un saper fare, contrapposto ad un semplice sapere nozionistico), perché i corsi di laurea in psicologia non prevedono la frequenza obbligatoria, dando per scontato che le ""competenze"" che dovrebbero formare si possano formare semplicemente con lo studio di qualche libro.']"
233,6088,"Alcuni suggerimenti per la gestione delle lezioni…
1. Accorciare i tempi di lavoro. Fare brevi e frequenti pause soprattutto durante i compiti ripetitivi
e noiosi.
2. Rendere le lezioni stimolanti e ricche di novità: i bambini con ADHD hanno peggiori prestazioni quando i compiti sono noiosi e ripetitivi (ad esempio un brano di un libro viene
compreso meglio se contiene delle figure. ",riferimento_obiettivoX34+sancireX14+confermaX14,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"['Alcuni suggerimenti per la gestione delle lezioni…\n1. Accorciare i tempi di lavoro. Fare brevi e frequenti pause soprattutto durante i compiti ripetitivi\ne noiosi.\n2. Rendere le lezioni stimolanti e ricche di novità: ', 'i bambini con ADHD hanno peggiori prestazioni quando i compiti sono noiosi e ripetitivi ', '(ad esempio un brano di un libro viene compreso meglio se contiene delle figure). ']"
234,3608,"Non trovo giusto reinserire un individuo del genere nella comunità, sarebbe eticamente scorretto e immorale",commentoX15,Come descriverebbe una violenza sessuale?,descrizione,"['Non trovo giusto reinserire un individuo del genere nella comunità, sarebbe eticamente scorretto e immorale']"
235,3295,"Farmacologico, psicologico, pratico. ",giudizioX3,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"['Farmacologico, psicologico, pratico. ']"
236,6217,"25 marzo, l’amore della mia vita è volato, dopo 18 giorni di terapia intensiva. Eravamo così felici, nulla sarà più come prima…",descrizioneX14+contrapposizioneX8+confermaX8,Come viene raccontata la morte per Covid-19 di un utente dalla comunità di utenti del Social? ,descrizione,"['25 marzo, l’amore della mia vita è volato, dopo 18 giorni di terapia intensiva. ', 'Eravamo così felici, nulla sarà più come prima…', 'Anche mio marito è morto il 18 marzo']"
237,4745,"Adeguate nel tenere/mantenere le relazioni (famiglairi, con colleghi di lavoro, con amici).

Adeguate nello stile di vita (cura di sé, dell'ambiente,del ruolo lavorativo, nel ruolo di padre, madre, amico ecc)
",giudizioX30,Come descriverebbe una persona che “vive in salute”?,descrizione,"[""Adeguate nel tenere/mantenere le relazioni (famiglairi, con colleghi di lavoro, con amici).\n \n Adeguate nello stile di vita (cura di sé, dell'ambiente,del ruolo lavorativo, nel ruolo di padre, madre, amico ecc)""]"
238,2332,magari può sentirsi in parte in colpa o responsabile per il suicidio oppure può sentirsi delusa dalla persona che l'ha commesso.,possibilitaX21,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"[""magari può sentirsi in parte in colpa o responsabile per il suicidio oppure può sentirsi delusa dalla persona che l'ha commesso.""]"
239,4121,"L’unico riferimento familiare dell’anziana è il signor Massimo M., un nipote acquisito in quanto nipote diretto del coniuge della sig.ra Angela.
Il Servizio sociale scrivente ha contattato il sig. Massimo il quale riferisce che per lui e sua moglie la gestione dell’anziana è molto difficile in quanto la stessa rifiuta di essere ricoverata in struttura e di assumere i farmaci.
La scrivente a.s. ha contattato anche il fratello della sig.ra Angela, il quale vive a V.; 
dal colloquio telefonico è emerso che il sig. Germano, di anni 85, vive con la moglie 
ed entrambi sono affetti da patologie sanitarie.
I coniugi hanno una figlia ma da quanto riferito dal sig. Germano anche lei sarebbe affetta da problemi sanitari.",descrizioneX21+descrizioneX39+descrizioneX16+descrizioneX16+generalizzazioneX7+contrapposizioneX19,Come descriverebbe una violenza sessuale?,descrizione,"['L’unico riferimento familiare dell’anziana è il signor Massimo M., un nipote acquisito in quanto nipote diretto del coniuge della sig.ra Angela.', 'Il Servizio sociale scrivente ha contattato il sig. Massimo il quale riferisce che per lui e sua moglie la gestione dell’anziana è molto difficile in quanto la stessa rifiuta di essere ricoverata in struttura e di assumere i farmaci.', 'La scrivente a.s. ha contattato anche il fratello della sig.ra Angela, il quale vive a V.; ', 'dal colloquio telefonico è emerso che il sig. Germano, di anni 85, vive con la moglie ', 'ed entrambi sono affetti da patologie sanitarie.', 'I coniugi hanno una figlia ma da quanto riferito dal sig. Germano anche lei sarebbe affetta da problemi sanitari. ']"
240,1065,In maniera blanda,giudizioX3,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,['In maniera blanda']
241,4808,"un utente al CSM, per migliorare la propria salute, sceglie di mettersi in gioco, cercando di risolvere i propri conflitti interiori che gli creano sofferenza",riferimento_obiettivoX21,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['un utente al CSM, per migliorare la propria salute, sceglie di mettersi in gioco cercando di risolvere i propri conflitti interiori']"
242,3725,"Non vedo alcuna differenza, ogni risposta parla del migliorare me stesso",descrizioneX11,Come descriverebbe una persona detenuta?,descrizione,"['Non vedo alcuna differenza, ogni risposta parla del migliorare me stesso']"
243,5668,"un ragazzo che usa tanto la testa forse troppo, che studia molto ma comunque frequenta anche tanti amici.",giudizioX9+contrapposizioneX9,Come descriverebbe una persona che si laurea  in psicologia?,descrizione,"['un ragazzo che usa tanto la testa forse troppo,', 'che studia molto ma comunque frequenta anche tanti amici']"
244,5792,"l'unica attività che ritengo utile ai fini dell'acquisizione di competenza è il tirocinio, un'altra modalità è tramite le discussioni in classe sui testi d'autore o casi clinici",giudizioX13+descrizioneX14,Come descriverebbe il ruolo di Professore di psicologia?,descrizione,"[""l'unica attività che ritengo utile ai fini dell'acquisizione di competenze è il tirocinio,"", ""un'altra modalità è tramite le discussioni in classe sui tesi d'autore o casi clinici""]"
245,1159,Sono le tre più importanti,giudizioX5,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,['Sono le tre più importanti']
246,4717,"una persona sana fisicamente , senza alcun problema o danno neurofisiologico/biologico. 
Solare, felice, allegro e proiettato ad ""evolversi"" nel futuro.",descrizioneX11+giudizioX9,Come descriverebbe una persona che “vive in salute”?,descrizione,"['una persona sana fisicamente , senza alcun problema o danno neurofisiologico/biologico.', 'Solare, felice, allegro e proiettato ad ""evolversi"" nel futuro.']"
247,3323,"Pensano che siamo professionali, ed pazienti nei loro confronti, e pronti a sentire e aiutare nel limite il favorire della loro permanenza in struttura. ",sancireX24,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"['Pensano che siamo professionali, ed pazienti nei loro confronti, e pronti a sentire e aiutare nel limite il favorire della loro permanenza in struttura. ']"
