,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2
611,611,"Quali sono gli elementi che le consentono di riconoscere la scena descritta come un episodio di violenza sessuale (e non, ad esempio, un episodio “generico” di violenza)?",descrizione,"Che la donna si sia ribellata, quindi essendo non consenziente è una violenza",descrizione,J,AG,"('green', 0, 1)",green,"Che la donna si sia ribellata, quindi essendo non consenziente è una violenza",green,descrizione
612,612,"Quali sono gli elementi che le consentono di riconoscere la scena descritta come un episodio di violenza sessuale (e non, ad esempio, un episodio “generico” di violenza)?",descrizione,"Quel caso in cui c'è il contatto fisico, che può essere più o meno intenso, che può essere ad esempio baci contro la sua volontà, toccate o carezze in parti intime che la donna non apprezza fino ad arrivare al rapporto sessuale vero e proprio contro la sua volontà. Rispetto a non un episodio generico di violenza è il fatto che c'è un contatto di natura carnale che possiamo definire simile ad un atto di preliminari o appunto ad un rapporto sessuale vero e proprio a cui la donna non acconsente",descrizione,J,AG,"('green', 0, 1)",green,"Quel caso in cui c'è il contatto fisico, che può essere più o meno intenso, che può essere ad esempio baci contro la sua volontà, toccate o carezze in parti intime che la donna non apprezza fino ad arrivare al rapporto sessuale vero e proprio contro la sua volontà. Rispetto a non un episodio generico di violenza è il fatto che c'è un contatto di natura carnale che possiamo definire simile ad un atto di preliminari o appunto ad un rapporto sessuale vero e proprio a cui la donna non acconsente",green,descrizione
614,614,"Quali sono gli elementi che le consentono di riconoscere la scena descritta come un episodio di violenza sessuale (e non, ad esempio, un episodio “generico” di violenza)?",descrizione,Il sequestro di persona e la violenza di gruppo,descrizione,J,AG,"('green', 0, 1)",green,Il sequestro di persona e la violenza di gruppo,green,descrizione
616,616,"Quali sono gli elementi che le consentono di riconoscere la scena descritta come un episodio di violenza sessuale (e non, ad esempio, un episodio “generico” di violenza)?",descrizione,Il fatto che la vittima subisce rapporti sessuali e non sia consenziente,descrizione,J,AG,"('green', 0, 1)",green,Il fatto che la vittima subisce rapporti sessuali e non sia consenziente,green,descrizione
618,618,"Quali sono gli elementi che le consentono di riconoscere la scena descritta come un episodio di violenza sessuale (e non, ad esempio, un episodio “generico” di violenza)?",descrizione,I rapporti sessuali avvenivano contro la volontà della convivente ed in un contesto familiare,descrizione,J,AG,"('green', 0, 1)",green,I rapporti sessuali avvenivano contro la volontà della convivente ed in un contesto familiare,green,descrizione
619,619,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Un ruolo passivo, la vittima è appunto vittima di ciò che l'uomo vuole farle.",descrizione,J,AG,"('green', 0, 1)",green,"Un ruolo passivo, la vittima è appunto vittima di ciò che l'uomo vuole farle.",green,descrizione
622,622,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Indifesa, sola,",descrizione,J,AG,"('green', 0, 1)",green,"Indifesa, sola,",green,descrizione
624,624,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,la vittima suo malgrado è debole,giudizio,J,AG,"('red', 3, 1)",red,la vittima suo malgrado è debole,red,giudizio
625,625,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,e quasi passiva,giudizio,J,AG,"('red', 3, 1)",red,e quasi passiva,red,giudizio
633,633,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,in questo caso la vittima ha un ruolo passivo.,descrizione,J,AG,"('green', 0, 1)",green,in questo caso la vittima ha un ruolo passivo.,green,descrizione
635,635,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Indifesa.,descrizione,J,AG,"('green', 0, 1)",green,Indifesa.,green,descrizione
636,636,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"La descriverei come sopravvissuta,",descrizione,J,AG,"('green', 0, 1)",green,"La descriverei come sopravvissuta,",green,descrizione
639,639,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Una persona che subisce un abuso senza poter far nulla per impedirlo,descrizione,J,AG,"('green', 0, 1)",green,Una persona che subisce un abuso senza poter far nulla per impedirlo,green,descrizione
642,642,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"la vittima è incredula, piena di sensi di colpa, convinta di aver in qualche modo ""stimolato"" l'aggressore",giudizio,J,AG,"('red', 3, 1)",red,"la vittima è incredula, piena di sensi di colpa, convinta di aver in qualche modo ""stimolato"" l'aggressore",red,giudizio
643,643,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Una ragazza ingenua attirata lì con l'inganno.,giudizio,J,AG,"('red', 3, 1)",red,Una ragazza ingenua attirata lì con l'inganno.,red,giudizio
644,644,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Come non consenziente.,descrizione,J,AG,"('green', 0, 1)",green,Come non consenziente.,green,descrizione
645,645,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Una persona sconvolta da quello che stava capitando,giudizio,J,AG,"('red', 3, 1)",red,Una persona sconvolta da quello che stava capitando,red,giudizio
647,647,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Nel corso della violenza ha messo in atto un comportamento passivo,descrizione,J,AG,"('green', 0, 1)",green,Nel corso della violenza ha messo in atto un comportamento passivo,green,descrizione
649,649,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Ma appena ha potuto, ha chiamato il pronto intervento per denunciare quanto accaduto e, quindi, ha messo in atto un comportamento attivo.",descrizione,J,AG,"('green', 0, 1)",green,"Ma appena ha potuto, ha chiamato il pronto intervento per denunciare quanto accaduto e, quindi, ha messo in atto un comportamento attivo.",green,descrizione
650,650,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Impotente.,descrizione,J,AG,"('green', 0, 1)",green,Impotente.,green,descrizione
651,651,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Il ruolo di colei che si ritrova costretta a subire delle offese a sfondo sessuale ed impotente non riuscendo a reagire.,descrizione,J,AG,"('green', 0, 1)",green,Il ruolo di colei che si ritrova costretta a subire delle offese a sfondo sessuale ed impotente non riuscendo a reagire.,green,descrizione
652,652,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Sottomessa, costretta senza il suo consenso, indifesa",descrizione,J,AG,"('green', 0, 1)",green,"Sottomessa, costretta senza il suo consenso, indifesa",green,descrizione
653,653,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"La vittima è passiva, non consenziente. Non può far nulla per impedire che ciò avvenga",descrizione,J,AG,"('green', 0, 1)",green,"La vittima è passiva, non consenziente. Non può far nulla per impedire che ciò avvenga",green,descrizione
654,654,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Il fatto che sia stata manipolata e abbia subito del terrorismo psicologico e fisico, rendendola, seppur non consenziente, inerme",descrizione,J,AG,"('green', 0, 1)",green,"Il fatto che sia stata manipolata e abbia subito del terrorismo psicologico e fisico, rendendola, seppur non consenziente, inerme",green,descrizione
658,658,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"La descriverei come la donna,",descrizione,J,AG,"('green', 0, 1)",green,"La descriverei come la donna,",green,descrizione
665,665,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,una donna psicologicamente debole che non ha la forza di reagire di fronte ai soprusi del marito,giudizio,J,AG,"('red', 3, 1)",red,una donna psicologicamente debole che non ha la forza di reagire di fronte ai soprusi del marito,red,giudizio
667,667,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Trattasi di una persona molto ingenua con lieve disabilità mentale,giudizio,J,AG,"('red', 3, 1)",red,Trattasi di una persona molto ingenua con lieve disabilità mentale,red,giudizio
669,669,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Una persona solare, positiva e generosa",giudizio,J,AG,"('red', 3, 1)",red,"Una persona solare, positiva e generosa",red,giudizio
670,670,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,che da anni aveva però chiuso con i rapporti sentimentali,descrizione,J,AG,"('green', 0, 1)",green,che da anni aveva però chiuso con i rapporti sentimentali,green,descrizione
673,673,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,"Totalmente passiva, magari adescata credendo ingenuamente di passare momenti di condivisione e divertimento",descrizione,J,AG,"('green', 0, 1)",green,"Totalmente passiva, magari adescata credendo ingenuamente di passare momenti di condivisione e divertimento",green,descrizione
674,674,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,Impotente a reagire,descrizione,J,AG,"('green', 0, 1)",green,Impotente a reagire,green,descrizione
675,675,"Come descriverebbe il ruolo della vittima di reato di violenza sessuale, nella scena da lei descritta?",descrizione,La convivente veniva assoggettata psicologicamente e vessata,descrizione,J,AG,"('green', 0, 1)",green,La convivente veniva assoggettata psicologicamente e vessata,green,descrizione
676,676,"Come descriverebbe il ruolo della persona che ha agito un atto di violenza sessuale, nella scena da lei descritta?",descrizione,"Un ruolo attivo, agisce in nome delle proprie rappresentazioni (se la ragazza è vestita in un certo modo significa che vuole esattamente ciò che gli sta facendo), che di fatto in quel momento non gli fanno scattare l'idea che stia facendo qualcosa di sbagliato e contro la volontà della vittima.",descrizione,J,AG,"('green', 0, 1)",green,"Un ruolo attivo, agisce in nome delle proprie rappresentazioni (se la ragazza è vestita in un certo modo significa che vuole esattamente ciò che gli sta facendo), che di fatto in quel momento non gli fanno scattare l'idea che stia facendo qualcosa di sbagliato e contro la volontà della vittima.",green,descrizione
679,679,"Come descriverebbe il ruolo della persona che ha agito un atto di violenza sessuale, nella scena da lei descritta?",descrizione,Sfrutta la violenza,giudizio,J,AG,"('red', 3, 1)",red,Sfrutta la violenza,red,giudizio
682,682,"Come descriverebbe il ruolo della persona che ha agito un atto di violenza sessuale, nella scena da lei descritta?",descrizione,L'autore dell'atto è un misogino,giudizio,J,AG,"('red', 3, 1)",red,L'autore dell'atto è un misogino,red,giudizio
685,685,"Come descriverebbe il ruolo della persona che ha agito un atto di violenza sessuale, nella scena da lei descritta?",descrizione,Spregevole,giudizio,J,AG,"('red', 3, 1)",red,Spregevole,red,giudizio
