,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
849,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"utile, interessante, necessario per la mia stessa persona.",VALUTAZIONE,sancire
850,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,per il mio mantenimento carcerario.,VALUTAZIONE,SPECIFICAZIONE
851,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,il trattamento rieducativo e molto utile,VALUTAZIONE,GIUDIZIO
852,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"soprattutto per la ment, perch'perch' nelle ore di scuola la mente viene impeganata e quindi la vita quotidiana diventa più gestibile",VALUTAZIONE,SPECIFICAZIONE
853,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,quelle pochissime che vi sono sono realmente carenti,GIUDIZIO,GIUDIZIO
854,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"ringrazio l' istituto per potermi aver dato l' accesso a lavorare come art. 21, (lavoro esterno) in quanto rimane pur sempre difficile trovare armonia con le compagne, e nonostante tutto capisco che questa non e la realta del mio futuro",COMMENTO,COMMENTO
855,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,con la buona condotta,NON RISPOSTA,NON RISPOSTA
856,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"soprattutto utili, interessanti, necessarie",GIUDIZIO,GIUDIZIO
857,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,aiutano a trascorrere il tempo in modo costruttivo,GIUDIZIO,SPECIFICAZIONE
858,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,lavoro come scopina rapporto bellissimo con agenti e detenute,GENERALIZZAZIONE,GENERALIZZAZIONE
859,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,come realta vere ci sono delle detenute con cui si puo andare d accordo (la maggior parte negativa ) la stessa cosa vale per gli agenti,GENERALIZZAZIONE,GENERALIZZAZIONE
860,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,tante volte vanno a simpatia non fanno le regole uguali per tutte (fortunatamente sono poche). Il comandante tante assistenti e anche agenti se mplici sono umani e fanno il possibile per farci stare nel migliore dei modi,GIUDIZIO,SPECIFICAZIONE
861,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"posso dire che tutto che mi viene dato come opportunità di trattamento l'accetto come se fosse una soluzione positiva al mio reinserimento nella societa e che mi permetta pure di non commettere ulteriori errori di nessun tipo,",PREVISIONE,PREVISIONE
862,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"oltretutto vorrei aggiungere che ogni singola persona che lavora all interno di questo istituto pontedecimo, si applicano molto per concedere ad ognuna di noi detenuta le possibilita di cui io attualmente ho ottenuto",OPINIONE,COMMENTO
863,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,le opportunita sono importantissime all interno dell' istituto.,VALUTAZIONE,SPECIFICAZIONE
864,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,In primo luogo perch' perch' accrescono le pi- svariate conoscenze attitudinali. In secondo luogo in quanto si entra ad avere dei contatti col mondo sociale esterno e che quindi ci riporta realta vere. per altri trattamenti sono importanti per uno sfogo creativo e psicologico della persona che dimenticata attraverso le attivita di essere un quadretto in un quadrato a quadretti!!,SPECIFICAZIONE,SPECIFICAZIONE
865,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in sintesi sono importantissime a mio punto di vista,OPINIONE,OPINIONE
866,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,corso di ceramica molto bello ed istruttivo taglio e cucito impegnativo ed istruttivo confezionare fiori molto divertente corso di ginnastica piacevole coputer istruttivo scuola elementare e superiori mosaico divertente,GIUDIZIO,GIUDIZIO
867,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,non ho favorito di nessun trattamento,sancire,NON RISPOSTA
868,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"positivissime,",VALUTAZIONE,GIUDIZIO
869,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"e per la professionalita e per l' umanita delle persone ammesse all interno della struttura preposte alla condizione dei vari corsi scolastici e ricreativi, sebbene io, in quanto giudicabile, ho avuto la concessione di partecipare corsi solo ed esclusivamente grazie all' intercessione delle due figure responsabili della struttura di pontedecimo : il comandante e il direttore, in quanto teoricamente alle persone in attesa di giudizio non dovrebbe essere permesso di parteciparvi",SPECIFICAZIONE,SPECIFICAZIONE
870,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in questo c' e niente che ti possa rieducare,sancire,sancire
871,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,ottimali,VALUTAZIONE,GIUDIZIO
872,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,per inserimento nel sociale,VALUTAZIONE,SPECIFICAZIONE
873,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,sono opportune e molto necessarie,GIUDIZIO,GIUDIZIO
874,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,per riuscire a sopportare pi-facilmente lo stato di detenzione che in altro caso sarebbe molto pi- pensante e mortalmente noioso,GIUDIZIO,SPECIFICAZIONE
875,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,pessime,GIUDIZIO,GIUDIZIO
876,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,educatori rarissimamente,GIUDIZIO,SPECIFICAZIONE
877,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,non sempre adeguate,GIUDIZIO,GIUDIZIO
878,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,ora come ora non posso rispondere a questa domanda spero solo che questa parola rieducativo sia sul serio messa in atto soprattutto per le persone che purtroppo si alzano un mattino in un' altra realta,COMMENTO,COMMENTO
879,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,secondo il mio parere sono le persone che vengono da fuori che aiutano i detenuti,OPINIONE,OPINIONE
880,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"diversificate, reali, educative, ma non tengono effettivamente conto della personalità della detenuta a cui proposte",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
881,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,creando qualvolta gruppi non omogenei all interno dei quali puo risultare difficile operare,SPECIFICAZIONE,CONFERMA
882,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"non abbiamo un trattamento specifico, le guardie sono ineducate, etnica non esiste non abbiamo, non abbiamo un infermiera",GIUDIZIO,sancire
883,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"non abbiamo trattamenti specifici, siamo trattate come bestie, non abbiamo, non abbiamo un' infermiera, rubano i soldi dal libretto e il carcere sta venendo gi-",GIUDIZIO,sancire
884,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,il lavoro e bello,GIUDIZIO,COMMENTO
885,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,io mi trovo bene perch' qui in questo ci sono medici che si occupano abbastanza di noi detenute,VALUTAZIONE,COMMENTO
886,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"per quanto riguarda il mio parere ci vorrebbe pi- rispetto da parte degli agenti, educatori, ecc eccetera eccetera se abbiamo sbagliato stiamo pagando ma questo non vuol dire che dobbiamo essere trattate come animali",OPINIONE,OPINIONE
887,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"forse esagero pero credetemi che il modo che hanno certi agenti e veramente non umano, ma fortunatamente non tutte, anzi certe sono umane ma si contano su 5 dita.",OPINIONE,CONFERMA
888,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"e poi per quanto riguarda il servizio sanitario diciamo che non esiste, ci sono stati dei casi veramente da rabbrividire. Addirittura dopo le 24 non c' e pi- il medico. Con questo penso di aver detto tutto.",sancire,COMMENTO
889,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,il trattamento rieducativo molto,VALUTAZIONE,GIUDIZIO
890,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,perch' perch' riempie anche mentalmente,VALUTAZIONE,SPECIFICAZIONE
891,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"le varie opportunita ci danno modo di impiegare il tempo in modo costruttivo, imparare i mestieri. Il lavoro esterno ci permette di inserirci della realta esterna",RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
892,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,possano servire,GENERALIZZAZIONE,GENERALIZZAZIONE
893,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,carenti in tutte le forme,VALUTAZIONE,GIUDIZIO
894,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,per la mancata correttezza nell'applicare le leggi da parte dell' istituzione megistrati di sorveglianza,VALUTAZIONE,SPECIFICAZIONE
895,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,le leggi per me dovrebbero essere tali e non a discrezione di questo o di quel magistrato di turno,OPINIONE,OPINIONE
896,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"molto ristrette ma nello stesso tempo molto utili con chi ha problemi ad avere una conversazione con persone sconosciute, e anche molto rieducativo per persone che entrano in un istituto molto giovani ad esempio come me!",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
897,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,buone,GIUDIZIO,GIUDIZIO
898,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,scarse,GIUDIZIO,GIUDIZIO
899,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,un' opportunita che mi permette di ritornare e continuare a vivere all esterno di questo istituto e continuare a coltivare i miei interessi e affetti,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
900,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,scarsissima,GIUDIZIO,GIUDIZIO
901,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,non sono mollto tranquilli stamo bene solo se siamo lontani,GIUDIZIO,NON RISPOSTA
902,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,innanzitutto culturale sotto l aspetto del rapporto con lasocieta,VALUTAZIONE,GIUDIZIO
903,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,che in questo caso e la popolazione detenenuta in quanto dovremmo imparare a conoscere perfettamente quali sono i nostri diritti e i nostri doveri,VALUTAZIONE,PRESCRIZIONE
904,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"secondo il mio parere e di avere un po' po' di spazi all interno di questo istituto e potere avere la possibilita di avere un contatto con la propria donna, come fanno da tempo in olanda",OPINIONE,OPINIONE
905,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,possi_attivit…_lavora; possi_spazio_celle; possi_sale_comune_; ,DESCRIZIONE,COMMENTO
906,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,possi_di_spazio per attivit…_ricreative,DESCRIZIONE,COMMENTO
907,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,far fare qualcosa,GENERALIZZAZIONE,GENERALIZZAZIONE
