,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCI SENIOR,DENOMINAZIONE
487,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dalle risposte alle domande precedenti perche mi-muovo all-int-della prigione per-esempio il lavoro, la scuola ",,GENERALIZZAZIONE
488,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
489,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
490,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,da-tante-esp nell-entrare in-prig e dalla-scuola ,"da-tante-esp nell-entrare in-prig
e dalla-scuola 
",DESCRIZIONE
491,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
492,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-av-l-info dai-deten in-prig 
",,DESCRIZIONE
493,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,per-esp,,GENERALIZZAZIONE
494,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-l-esp 
",,GENERALIZZAZIONE
495,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"molto-bene 
",,NON RISPOSTA
496,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"io ne-sono-stato-inf dai-miei-connazion
",,DESCRIZIONE
497,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dalle pers-erano-prima-me,,DESCRIZIONE
498,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten oppure tr i vari annunci nella bacheca ,,DESCRIZIONE
499,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,DESCRIZIONE
500,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",,GIUDIZIO
501,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,sono-stato dal mio-comp,,DESCRIZIONE
502,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr gli educ e i psicologi,,DESCRIZIONE
503,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dalle-pers-deten, dagli-avvisi 
",,DESCRIZIONE
504,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,da-comp-di-cella quasi maggior-parte,,DESCRIZIONE
505,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,un appuntato di-sezione,,DESCRIZIONE
506,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",,GIUDIZIO
507,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
",,DESCRIZIONE
508,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mi-ha-inf il mio-comp 
",,DESCRIZIONE
509,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dalle-altre-deten 
",,DESCRIZIONE
510,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"essendo che mi-trovo tanti-anni in-questo-luogo, ho-sent-parlare di-queste-cose spesso",,CONFERMA
511,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,SANCIRE LA REALTÀ
512,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr le comp-che-freq queste-attiv 
",,DESCRIZIONE
513,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr le mie comp 
",,DESCRIZIONE
514,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"me-l-ha-detto una-comp 
",,DESCRIZIONE
515,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per il tempo-ho-trasc in-carc 
",,GENERALIZZAZIONE
516,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"stando dentro-il-carc 
",,GENERALIZZAZIONE
517,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-i-deten, il mediatore-culturale, l' avvocato 
",,DESCRIZIONE
518,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per logica-naturale, dato-che mi-trovo deten in-un-contesto-div","per logica-naturale, 
dato-che mi-trovo deten in-un-contesto-div",SANCIRE LA REALTÀ
519,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,,,SANCIRE LA REALTÀ
520,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,le mie-comp ,,DESCRIZIONE
521,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr un comp-di-cella,,DESCRIZIONE
522,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"voci-di-corridoio anche tanta-esp 
",,GENERALIZZAZIONE
523,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"l' ho-visto io perche sono-qui da-anni 
",,SANCIRE LA REALTÀ
524,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"voci-di-corridoio fra-deten 
",,DESCRIZIONE
525,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"all-int-del carcere 
",,GENERALIZZAZIONE
526,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,esp ,,GENERALIZZAZIONE
527,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ness-tipo-di-info 
",,SANCIRE LA REALTÀ
528,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ness-tipo-di-info 
",,NON RISPOSTA
529,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"non-sono-stato-inf 
",,SANCIRE LA REALTÀ
530,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"parl-dentro 
",,GENERALIZZAZIONE
531,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"xche-li-ho-fatti 
",,DESCRIZIONE
532,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"voce-di-corridoio 
",,GENERALIZZAZIONE
533,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr cont con il sert e operatori 
",,DESCRIZIONE
534,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ne-sono a-conosc qui in-carc,,GENERALIZZAZIONE
535,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-gli-altri-deten 
",,DESCRIZIONE
536,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent-parlarne e ho-seguito qui in-carc,,DESCRIZIONE
537,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,un-po' alla-volta,,GENERALIZZAZIONE
538,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent-parlarne,,GENERALIZZAZIONE
539,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per-quel-che-riguard le alternative elencate nella-domanda-prec abbiamo partecipato a delle attiv-culturali e attiv-religiose 
",,DESCRIZIONE
540,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"siamo-informati per l' istruzione, le attiv-culturali la religione, per la famig e per molte-altre-cose 
",,DESCRIZIONE
541,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"volontari, educatrici, la scuola",,DESCRIZIONE
542,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,deten,,GENERALIZZAZIONE
543,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-conosciuto l' educ, altre le ho-conosciute dai miei",,DESCRIZIONE
544,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr psicologo, psichiatra, famig, amici",,DESCRIZIONE
545,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dai volontari e psicologa,,DESCRIZIONE
546,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"la psicologa 
",,GENERALIZZAZIONE
547,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-saputo trattam-rieduc primo dai-miei-genitori dopo attiv-scolast
",,DESCRIZIONE
548,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"psicologo, educatrici, assist-sociale, tra gli amici (altri-deten), assist-sociale 
",,DESCRIZIONE
549,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per-me e la-prima-volta quindi adesso cerco-di-imparare sempre per il prossimo 
",,NON RISPOSTA
550,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"le ho-sentite alcune da-deten-come-me e altre da educatrici e volontarie 
",,DESCRIZIONE
551,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"oltre-alle attiv-lavorative svolte-da-me-pers, le altre-info tr altri-deten 
",,DESCRIZIONE
552,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"primo come la-mia-situazione sono di tipo sociale quasi educ-con-tutti stavo-partecipando per alcuni-corsi tipo (computer, teatro ecc) vuole dire-che avevo-alc-cont con altre-pers-per-bene 
",,NON RISPOSTA
553,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,con-la-domandina e con l avviso dentro-al carcere,,DESCRIZIONE
