,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCIO JUNIOR,DENOMINAZIONE
1692,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","i più_importanti sono: 
l' espulsione 
il magistra_di_sorvegli non lavora bene","i più_importanti sono: 
l' espulsione 
il magistra_di_sorvegli non lavora bene",GIUDIZIO
1693,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","le cose più_importanti sono: 
l' espulsione 
il magistra_di_sorvegli","le cose più_importanti sono: 
l' espulsione 
il magistra_di_sorvegli",GIUDIZIO
1694,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","il medico, perché mi_fanno_male i denti da più_di cinque mesi.","il medico, perché mi_fanno_male i denti da più_di cinque mesi.",VALUTAZIONE
1695,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",no.,no.,NON RISPOSTA
1696,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",il servizio_sanitario lascia_desiderare.,il servizio_sanitario lascia_desiderare.,COMMENTO
1697,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","normative (permesso, semilibertà, liberazione_anticipata) 
figura professionale 
trattamento_rieducat
come si sta in un_istituto penale (bene, male)
lavoro, corso, sport: attività","normative (permesso, semilibertà, liberazione_anticipata) 
figura professionale 
trattamento_rieducat",SANCIRE LA REALTÀ
1698,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"come si sta in un_istituto penale (bene, male)",COMMENTO
1699,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"lavoro, corso, sport: attività",DESCRIZIONE
1700,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","di non confondere il rosso con ad_esempio il verde 
di non complicare la vita al detenuto 
un rispetto_reciproco","di non confondere il rosso con ad_esempio il verde 
di non complicare la vita al detenuto 
un rispetto_reciproco",COMMENTO
1701,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","prima_cosa o corso d' avvicinamento di_famiglia 
ci vuole anche la legge perché_non è uguale per_tutti
","prima_cosa o corso d' avvicinamento di_famiglia 
",GIUDIZIO
1702,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,ci vuole anche la legge perché_non è uguale per_tutti,CAUSA
1703,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","quando_ci_sono benefici, 
quando_ci_sono lavoro, 
quando_ci_sono permessi_premio, 
compor_degli_agenti","quando_ci_sono benefici, 
quando_ci_sono lavoro, 
quando_ci_sono permessi_premio, 
compor_degli_agenti",GENERALIZZAZIONE
1704,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la disponibilità della magistratura, 
aiuto da_parte_dell' educatore, 
la comunità nella_cella, 
qualità del mangiare","la disponibilità della magistratura, 
aiuto da_parte_dell' educatore, 
la comunità nella_cella, 
qualità del mangiare",GIUDIZIO
1705,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","che si interessino del_lavoro, corso di qualcosa 
far lavorare i prigionieri almeno quattro mesi. 
permesso, semilibertà, affidamento.","che si interessino del_lavoro, corso di qualcosa 
far lavorare i prigionieri almeno quattro mesi. 
permesso, semilibertà, affidamento.",DESCRIZIONE
1706,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","che ci_siano posti_di_lavoro per_tutti
e un po' di impegno da parte dell' assistente_sociale",che ci_siano posti_di_lavoro per_tutti,GIUDIZIO
1707,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,e un po' di impegno da parte dell' assistente_sociale,GIUDIZIO
1708,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","migliorare l' attività_sportiva 
migliorare l' attività sanitaria 
migliorare l' attività educativa","migliorare l' attività_sportiva 
migliorare l' attività sanitaria 
migliorare l' attività educativa",GIUDIZIO
1709,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro 
scuola 
palestra 
cinema 
campo_sportivo","lavoro 
scuola 
palestra 
cinema 
campo_sportivo",DESCRIZIONE
1710,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","campo_sportivo e palestra e fanno un torneo 
fanno un' altra aria dalle cinque pomeriggio al sei pomeriggio 
lavorare tutti_i_detenuti al pari","campo_sportivo e palestra e fanno un torneo 
fanno un' altra aria dalle cinque pomeriggio al sei pomeriggio 
",DESCRIZIONE
1711,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,lavorare tutti_i_detenuti al pari,SANCIRE LA REALTÀ
1712,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","prima_cosa viene il lavoro 
poi i corsi_professionali
campo_sportivo tutti_i_giorni 
serve palestra per potersi allenare 
altri corsi_professionali","prima_cosa viene il lavoro 
poi i corsi_professionali",GIUDIZIO
1713,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"campo_sportivo tutti_i_giorni 
serve palestra per potersi allenare 
altri corsi_professionali",DESCRIZIONE
1714,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","migliorare l' attività_sportiva 
migliorare l' attività sanitaria
più posti_di_lavoro 
più_corsi professionali 
dare_più opportunità ai_detenuti nell' inserimento","migliorare l' attività_sportiva 
migliorare l' attività sanitaria",GIUDIZIO
1715,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"più posti_di_lavoro 
più_corsi professionali 
dare_più opportunità ai_detenuti nell' inserimento",GIUDIZIO
1716,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",il campo - palestra,il campo - palestra,DESCRIZIONE
1717,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","è prese_una_doma_scrit, questa è un' opinione 
personale, il lavoro e la scuola","è prese_una_doma_scrit, questa è un' opinione 
personale,",OPINIONE
1718,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,il lavoro e la scuola,SANCIRE LA REALTÀ
1719,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",tutto bene,tutto bene,NON RISPOSTA
1720,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","tenere in_considerazione tutto_ciò che offre l' istituto un' opera 
umanitaria","tenere in_considerazione tutto_ciò che offre l' istituto un' opera 
umanitaria",GENERALIZZAZIONE
1721,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","non bisogna aumentare il numero dei_detenuti, il trattamento nel_campo sanitario, organizzazione dei pasti, la presenza ","non bisogna aumentare il numero dei_detenuti,",GIUDIZIO
1722,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"il trattamento 
nel_campo sanitario, organizzazione dei pasti, la presenza 
dell' attività_sportiva, palestra, campo_sportivo, dare i diritti ai 
detenuti_stranieri nella loro assistenza del costruire la loro vita",DESCRIZIONE
1723,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","tutto è_ottimo, per_me, va_bene tutto
campo per il calcio, palestra","tutto è_ottimo, per_me, va_bene tutto",NON RISPOSTA
1724,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"campo per il calcio, palestra",DESCRIZIONE
1725,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","palestra non c' è. 
colloquio con l' educatrice non c' è 
lavoro, denaro nel_carcere non c' è","palestra non c' è. 
colloquio con l' educatrice non c' è 
lavoro, denaro nel_carcere non c' è",NON RISPOSTA
1726,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",campo,campo,SANCIRE LA REALTÀ
1727,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","campo_sportivo 
la palestra 
lavorare a_turno i detenuti","campo_sportivo 
la palestra 
lavorare a_turno i detenuti",DESCRIZIONE
1728,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","passeggiate all_aria_aperta più lunghe
possibilità di frequentare la scuola 
palestra",passeggiate all_aria_aperta più lunghe,GIUDIZIO
1729,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"possibilità di frequentare la scuola 
palestra",DESCRIZIONE
1730,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",penso_che dobbiamo_avere l' opportunità di_uscire dall' istituto,penso_che dobbiamo_avere l' opportunità di_uscire dall' istituto,COMMENTO
1731,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","quando una_persona ha scontato più_della metà della_pena 
bisogna che gli venga data la possibilità di affidamento sociale","quando una_persona ha scontato più_della metà della_pena 
bisogna che gli venga data la possibilità di affidamento sociale",GENERALIZZAZIONE
1732,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","bisogna_che_ci: 
più_possibilità di_lavoro per_i_detenuti 
più_rispetto stranieri 
più passeggiate all_aria_aperta","bisogna_che_ci: 
più_possibilità di_lavoro per_i_detenuti 
più_rispetto stranieri 
più passeggiate all_aria_aperta",GIUDIZIO
1733,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","più_tempo all_aria_aperta, non_solo quattro_ore al_giorno 
più_rispetto 
meno_persone per cella
non più_di tre_persone in una_cella tre 
per due
il carcere deve avere una_palestra","più_tempo all_aria_aperta, non_solo quattro_ore al_giorno 
più_rispetto 
meno_persone per cella",GIUDIZIO
1734,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,"non più_di tre_persone in una_cella tre 
per due",DESCRIZIONE
1735,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",,il carcere deve avere una_palestra,PRESCRIZIONE
