,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
6895,6895,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,corsi_di_lingua per stranieri per imparare l' italiano e per gli italiani imparare le altre lingue,RIFERIMENTO ALL'OBIETTIVO
7512,7512,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,come un signore,GENERALIZZAZIONE
2211,2211,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,NON RISPOSTA
4641,4641,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ nn_mi danno_la_possibilit… di
rientrare nella societ…
",DERESPONSABILIZZAZIONE
7236,7236,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"come_una_madre che per aiutare e dare di tutto ai_suoi_figli a_causa_di tanti bisogni , ha_fatto_qualcosa che non doveva",CAUSA
2320,2320,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,grazie a dio non ho mai usato queste sostanze,COMMENTO
1652,1652,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"come si sta in un_istituto penale (bene, male)",sancire
3685,3685,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona intelligente (cervello),GIUDIZIO
7098,7098,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,come_una_persona che conduceva una vita regolare,DESCRIZIONE
2344,2344,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,l' uso delle sostanze_illecite deve_essere vietato_a_tutti,COMMENTO
1939,1939,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"limitate 
",GIUDIZIO
2017,2017,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,048) mai fatto uso,NON RISPOSTA
4081,4081,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so nn-c-siam-mai-vist,NON RISPOSTA
3248,3248,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ci sono necessità che lo spingono a fare questo reato,GIUSTIFICAZIONE
5902,5902,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"nucleo_familiare , se capofamiglia 
contat_serv_pub stranieri se diverso da quello di_sopra 
",DESCRIZIONE
7364,7364,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,vivo con mia_madre tranquillo . cercavo un_lavoro,sancire
4455,4455,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono_poco_efficaci le leggi o i benefici
che possiamo_ottenere non vengono mantenuti
",GENERALIZZAZIONE
3639,3639,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e anche non trova un lavora.,DESCRIZIONE
411,411,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,che si-trovano piu-prima-di-me in-questo-istituto,DESCRIZIONE
2090,2090,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,è un_vizio,sancire
5273,5273,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,persona splendida,DESCRIZIONE
5437,5437,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"attualmente gli obiettivi e le competenze previsti non_possono perseguire 
per_la_carenza di_personale e i troppi progetti in_campo 
",COMMENTO
1051,1051,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,minor affollamento_detenti,GIUDIZIO
2617,2617,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona sicura di se, serena nell'affrontare impegni e responsabilità; mente fresca",GIUDIZIO
6880,6880,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"farlavorare un italiano come me diplomato o comunque acculturato, come scrivono, ossia una figura che scrive lee domande degli stranieri e insegna un po’ po’ di italiano poi la scuola per insegnare meglio",DESCRIZIONE
2723,2723,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata,GIUDIZIO
4308,4308,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,dice se-sei-in-salute o no,sancire
4961,4961,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,mi permette affermarlo il fatto che io stessa mi sono integrata,CAUSA
2846,2846,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,e così sia tutta una catena di comportamenti,SPECIFICAZIONE
624,624,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tutto ciò che danneggia corpo non è una cura,sancire
6620,6620,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,organizzando_incontri culturali e di intrattenimento,DESCRIZIONE
7517,7517,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"lasciare fuori una ragazza con un_bambino di quattro mesi , non_saprei proprio cosa dire",COMMENTO
2761,2761,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,positive relazioni interpersonali,sancire
3367,3367,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"ha commesso, come me",GENERALIZZAZIONE
2820,2820,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che dal punto di vista medico no patologie,sancire
1471,1471,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,contatti con ambasciate e consolati,GIUDIZIO
2654,2654,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,lieta e disponibile,GIUDIZIO
649,649,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,lo descrivo come persona normale,GIUDIZIO
5522,5522,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,rimaniamo all_esterno_dei vari programmi attivati,DESCRIZIONE
6025,6025,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"è come_sopra , i detenuti_stranieri non_possono_accedere a benefici se non vi sono le condizioni di_cui_sopra",COMMENTO
2085,2085,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_consumo sostanze_illegali,NON RISPOSTA
6839,6839,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"le iniziative dovrebbero partire innanzitutto dal mondo esterno, attraverso il volontariato educare sia la popolazione_detenuta e quella straniera e indirizzare poi le istituzioni a_seconda_dei casi.",PRESCRIZIONE
3880,3880,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"che sono-detenuto-ingiustam , ma 
m-tratterebbe-male lo-stesso perche penserebbe che tutti-stran-uguali 
",CONTRAPPOSIZIONE
965,965,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,"eliminerei i momenti, a_mio_avviso, molto lunghi di ozio",OPINIONE
4222,4222,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"nn-sn-cond-pot-risp , devo prima 
conosc-profil-del-lav prima-di 
esprim-1-giudizio

",NON RISPOSTA
799,799,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,bene,GIUDIZIO
5654,5654,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_lo_so ho iniziato da_poco,GIUSTIFICAZIONE
4515,4515,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_qui lavora nessuno e
nn_c_chiamano_mai a fare gli incontri
",DESCRIZIONE
3087,3087,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,individuare nel dialogo segni di progetti per il futuro,sancire
1374,1374,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"sanità 
lavoro 
attività_ricreativa 
scuola 
cont_con_la_famiglia",GIUDIZIO
4872,4872,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,diverse cose come per esempio il direttore e le attività ,DESCRIZIONE
7478,7478,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,madre e donna normale,sancire
6426,6426,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,"sono_straniera con i documenti in_regola , ma_questo_non conta niente per_nessuno ,",CONTRAPPOSIZIONE
5699,5699,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,efficace,GIUDIZIO
4288,4288,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normale,GIUDIZIO
204,204,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono poche-possib,GIUDIZIO
3358,3358,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"costretto, perché la legge è tanto lenta",VALUTAZIONE
5091,5091,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché io mi sono sempre trovato bene con tutte le razze di questo mondo,COMMENTO
3348,3348,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,gli darei una pena minore perché nel mio caso è stata compiuta ingiustizia da parte delle forza dell'ordine che hanno prodotto false prove alle quali il tribunale ha creduto,GENERALIZZAZIONE
6160,6160,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,ai_sensi_della normativa_vigente nell' istituto_penit viene aperta_osservaz e quindi come ass_soc svolgo i miei compiti previsti . se i detenuti_stranieri sono privi di permesso_sogg i sert non_pos_interv,COMMENTO
1525,1525,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"comandante 
ispettore 
le guardie 
infermieri",GIUDIZIO
7237,7237,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona un_carattere forte che sa risolvere qualsiasi situazione,sancire
5083,5083,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,spero_di_non arrivarci mai,COMMENTO
4704,4704,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"devono essere molto_efficaci perch‚_aiutano
la detenuta ad avere una vita pi—_facile e
rieducarsi Š
importante
",sancire
2234,2234,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ne faccio uso,NON RISPOSTA
1906,1906,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,come l' opportunita che viene data ad un recluso nel rieducarsi ed una_volta fuori_di reinserirsi nella societa,DESCRIZIONE
2529,2529,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----093 
tutti_e_due contano i giorni con sofferenza quanto tempo stanno 
lontano_dalla loro casa",GIUDIZIO
4428,4428,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"manca la possibilit… di studiare , i corsi
, la possibilit… di socializzare , le
attivit… culturali , i colloqui
con l' educatrice e l' assistente sociale ,
",DESCRIZIONE
1642,1642,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,efficienza della_direzione e degli_educatori,CONSIDERAZIONE
1348,1348,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"lavoro 
scuola",sancire
2339,2339,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,l' eroina non l' ho mai_provata per_quanto ne so è la peggiore droga esistente,sancire
3230,3230,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"descrivo una persona lo stesso reato anche a me, che mi dispiace per lui",OPINIONE
5735,5735,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"tante_persone sono andate a_scuola visto_che qui in prigione c'Š . io_sono qua da un_mese , non_ho 
lavorato per• andare_a_scuola",DESCRIZIONE
