,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
4351,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono_poco_efficaci tale attivit…
sono_limitate
",DESCRIZIONE,GIUDIZIO
3810,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e che rischia fino a 10 anni di galera,POSSIBILITÀ,sancire
4334,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"a_scuola
ho_imparato un po' della lingua italiana
",SPECIFICAZIONE,SPECIFICAZIONE
491,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten,DESCRIZIONE,DESCRIZIONE
3901,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,essere-umano,DESCRIZIONE,sancire
2066,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"una_persona efficiente, non_ha_personalità, ha_problemi e pensa di risolverli così",sancire,CONTRAPPOSIZIONE
4815,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,no,NON RISPOSTA,NON RISPOSTA
5825,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,essersi dichiarato_tosdip all_ingr_carcere o essere già in_carico dall_esterno,COMMENTO,COMMENTO
1046,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,(esempio grado di sovraffollamento),DESCRIZIONE,DESCRIZIONE
3793,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"io ho commesso uno sbaglio ritornando in italia dopo che sono stato espulso una volta sola, ma in questo momento credo che questa legge bossi-fini è un disastro per la maggior parte",COMMENTO,COMMENTO
4434,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ nella vita serve sempre ad_imparare
Š per_questo_che avendo uno che ti impara
sempre ti sar… utile nella vita e di non
commettere pi—
qualche reato ma di rispettare e
di_essere_rispettato
",DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
2723,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata,GIUDIZIO,GIUDIZIO
5076,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,maggiore attenzione,GIUDIZIO,GIUDIZIO
814,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,con pi- personale interno e non negando le istanze per la riabilitazione dai magistrati sempre con le stesse risposte,GIUDIZIO,COMMENTO
982,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,il personale,sancire,PRESCRIZIONE
4976,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non è possibile,sancire,sancire
5234,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,uomo feroce e poco istruttiva,DESCRIZIONE,GIUDIZIO
6966,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,le iniziative tra diverse razze ce le creiamo da_soli aiutandoci l' uno con l' altro e cercare sempre di aiutarci e di vivere la nostra disgrazia più alleviata cercando di non renderla ancora peggio di come ci si presenta,DESCRIZIONE,DESCRIZIONE
2863,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"sta fisicamente e psicologiamente bene, ha buon relazioni con l'ambiente che lo circonda",GIUDIZIO,GIUDIZIO
1498,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"deve_essere 
e deve_essere igiene 
con cibi e più_possibile medici",GIUDIZIO,PRESCRIZIONE
5867,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,al_momento_della immatricolazione di primo_ingresso e della relativa visita_medica il detenuto dichiara_uso_sost stupefacenti e in_caso_affermativo viene preso_carico dal sert interno con cura_metad_scalare .,DESCRIZIONE,DESCRIZIONE
6605,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non c' è nulla_da_fare,sancire,sancire
937,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,la possi_lavorare; nessuno attivit… sportive in_comune_; organizzazione_inter generale,sancire,NON RISPOSTA
6756,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ma non ci è permesso dalla struttura penitenziaria,CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
1469,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"pulizia 
possibilità di colloqui più_spesso con uno psicologo",DESCRIZIONE,DESCRIZIONE
1453,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_ti danno la possibilità_di_avere benefici,GIUDIZIO,COMMENTO
4777,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non sono stato ben trattato,COMMENTO,COMMENTO
2169,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_consumo queste schifezze,NON RISPOSTA,COMMENTO
6340,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,una_persona molto_più matura che capisce i propri sbagli,GIUDIZIO,GIUDIZIO
3023,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,di sana costituzione e robusta costituzione,GIUDIZIO,GIUDIZIO
4234,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-gli-interessa di-me,COMMENTO,COMMENTO
5181,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,con i pochi stranieri che ci_sono stato in_cella sono sempre andato d_accordo,COMMENTO,COMMENTO
203,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche le-ho-sempre-viste,sancire,sancire
5481,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"vengono offerte occasioni che purtroppo non hanno sempre l' efficacia 
desiderata. spesso_si avrebbe bisogno di soffermarsi su argomenti 
tecnico-pratici per acquisire nuovi strumenti sia di valutazione delle 
situazioni sia di interventi sulle stesse 
",DESCRIZIONE,VALUTAZIONE
1646,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"i più_importanti sono: 
l' espulsione 
il magistra_di_sorvegli non lavora bene",DESCRIZIONE,GIUDIZIO
1189,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,mancanza_di_volontà da_parte_del detenuto di mutare il proprio_atteggiamento rispetto_alle regole ed ai valori,GIUDIZIO,sancire
3013,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,come una persona ha un buon e che ha contattato con le proprie emozione ed è in grado di gestirle,GIUDIZIO,GIUDIZIO
3945,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,ci-descrive come-descr-le-ital,sancire,sancire
2843,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che ha un buon apparato immunitario,GIUDIZIO,GIUDIZIO
3368,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona malata di avarizia,GIUDIZIO,GIUDIZIO
5838,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"le indicazioni degli educatori , degli ass_soc e dello sportello_stranieri",DESCRIZIONE,GENERALIZZAZIONE
3441,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,pregiudicata,GIUDIZIO,GIUDIZIO
4534,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,gi… ho risposto,NON RISPOSTA,NON RISPOSTA
917,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,spazi_adeguati,GIUDIZIO,PRESCRIZIONE
4199,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,molto normale,GIUDIZIO,GIUDIZIO
725,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,io con la mia mansione ho potuto accedere alla mof,DESCRIZIONE,DESCRIZIONE
83,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-visti ,sancire,GENERALIZZAZIONE
5208,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"complicità, compattezza, integrazioni tra culture",VALUTAZIONE,VALUTAZIONE
4108,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"E-difficile-rispond a-questa-domanda perche il pensiero della-Persona E-diversoda-1-pers-all-altra , 
",COMMENTO,COMMENTO
151,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",DESCRIZIONE,DESCRIZIONE
349,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-deten,DESCRIZIONE,DESCRIZIONE
5285,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,che il mondo mi cade addosso e che le mie figlie hanno molta fame,COMMENTO,COMMENTO
5543,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,no,sancire,sancire
393,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-amici.,GENERALIZZAZIONE,DESCRIZIONE
7461,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,descrivevo la prigione come il primo posto_che lascia la persona pensare più_di qualsiasi altra persona all_esterno perché è un_posto stretto e aumenta il pensiero,NON RISPOSTA,NON RISPOSTA
4360,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le opportunit…_di tratt_rieducativo_sono
abb_efficaci
",GENERALIZZAZIONE,GENERALIZZAZIONE
7360,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"andavo a lavorare come_tutta_la_gente , facevo un_lavoro semplice",sancire,sancire
3703,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi dispiace,COMMENTO,COMMENTO
2891,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,in buono stato di salute,GENERALIZZAZIONE,GENERALIZZAZIONE
4652,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"vediamo la televisione fino_alle due
di_notte
",DESCRIZIONE,NON RISPOSTA
5642,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,spero di_uscire dal_carcere appena_possibile,COMMENTO,COMMENTO
5414,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ritengo che la scuola sia ritenuta marginale come servizio 
all_interno_della struttura, soprattutto dagli agenti 
",OPINIONE,OPINIONE
6986,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,razzismo,GENERALIZZAZIONE,GENERALIZZAZIONE
2494,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----060 
non_lo_so",NON RISPOSTA,NON RISPOSTA
7436,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona , ho_sentito difficoltà morale mi_sentivo che stava arrivando qualcosa subito prima_di_entrare in_carcere",sancire,sancire
3306,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona o che è stata a sbagliare,sancire,sancire
4699,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"tra 3 mesi aspetto una visita dal sert ,
quando ero libero andavo da loro
insieme_alla mia fidanzata e a
mia figlia tra sei mesi
",COMMENTO,COMMENTO
3311,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che non è bene,sancire,sancire
2946,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"fisicamente di buona presenza
pulito e curato
psicologicamente sano
mentalmente sano",GIUDIZIO,GIUDIZIO
784,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,il trattamento rieducativo lascia molto a desiderare,GIUDIZIO,GIUDIZIO
